"user_id","jumlah_transaksi","biaya","age"
33171,"1","79.5","14"
33172,"1","89.5","67"
33173,"3","180.5","29"
33174,"2","158.89999766","47"
33175,"2","61.99000168","29"
33176,"12","438.86999987900003","20"
33177,"2","61","35"
33180,"1","29.57999992","42"
33181,"1","10.02000046","69"
33182,"2","39.88999939","67"
33183,"1","89.5","69"
33184,"2","203.94000626","27"
33186,"2","51.22000122","65"
33187,"1","59.5","27"
33188,"3","209.5","51"
33190,"1","159","27"
33191,"4","98.99000168","23"
33192,"3","71.60999966","12"
33193,"2","88.98000336","43"
33194,"3","173.39999962","62"
33195,"3","100.48999977","63"
33196,"1","148","29"
33197,"1","10.5","52"
33198,"1","26.02000046","52"
33199,"4","364.84999847","38"
33200,"2","158.75","65"
33201,"2","57.90000153","23"
33203,"6","223.89999962","40"
33204,"4","134.46999931","48"
33205,"3","247.79999924","34"
33206,"1","31.92000008","55"
33208,"1","23.98999977","15"
33209,"2","150.93999862","50"
33210,"2","42.54000092","41"
33211,"1","29.95000076","40"
33212,"2","299.9499969","56"
33213,"1","36.99000168","20"
33216,"1","109","40"
33217,"1","159","58"
33218,"6","224.05000114","45"
33219,"2","54.98999977","29"
33220,"1","39.5","28"
33221,"1","19.20999908","52"
33222,"2","44.65000057","60"
33223,"1","103.1800003","63"
33224,"3","414.79999924","26"
33225,"2","91","32"
33226,"1","16","46"
33227,"2","71.16000176","57"
33228,"1","169.9900055","28"
33229,"3","154.439999579","55"
33230,"4","70.97999954","57"
33231,"2","139.93999862","62"
33232,"2","79.08999824","55"
33233,"3","89.93000221","30"
33234,"2","121.98999977","13"
33235,"3","245.420000076","15"
33236,"3","68.82000064","31"
33237,"2","38.88999939","67"
33238,"2","83.47999954","65"
33239,"1","55","53"
33240,"1","69.5","63"
33241,"1","39.99000168","25"
33242,"1","70.40000153","62"
33243,"8","702.80998996","60"
33244,"2","71.30000114","32"
33246,"2","173.5","65"
33247,"2","82.900000095","25"
33248,"1","25","55"
33251,"1","65","16"
33252,"1","29.97999954","66"
33254,"2","255.1999969","27"
33255,"2","242","44"
33257,"1","8.979999542","29"
33259,"1","139.9900055","58"
33260,"1","104","13"
33261,"1","49","55"
33263,"6","375.49000168","31"
33264,"1","78.98999786","20"
33265,"1","39.99000168","67"
33266,"1","88","57"
33267,"3","98.28999996","30"
33268,"3","122.97999954","69"
33269,"2","33.72999954","69"
33270,"1","22.95000076","19"
33271,"4","413.91000175000005","39"
33272,"3","372.62999917","23"
33274,"4","358.27999883","31"
33276,"1","54.95000076","16"
33278,"1","19.52000046","67"
33279,"2","107.21999740000001","64"
33280,"1","49.5","28"
33281,"5","479.04999541000007","50"
33282,"2","136.90999603","53"
33283,"6","436.88999743","49"
33284,"1","125","70"
33285,"1","29.95000076","20"
33286,"1","210","68"
33287,"1","14","59"
33288,"1","25","50"
33289,"2","92.99000168","16"
33290,"1","40","19"
33291,"2","51.98999977","42"
33293,"6","421.15000534","30"
33294,"1","69.98000336","44"
33296,"2","86.97999954","50"
33297,"2","267.87999721","65"
33298,"1","12","51"
33301,"5","168.48999977","31"
33302,"5","394.54999733","52"
33303,"2","141.99000168","24"
33306,"3","46.699999807","26"
33309,"4","240.9699974","18"
33311,"2","57.980001451","25"
33312,"2","76.0399971","37"
33313,"1","6.989999771","34"
33314,"3","393.93999672","34"
33316,"5","411.4900055","12"
33319,"1","89.5","41"
33323,"1","88","19"
33325,"3","200.9499969","15"
33326,"1","98","55"
33329,"1","9.989999771","70"
33330,"1","91.16000366","67"
33332,"1","14.89999962","26"
33333,"1","46","13"
33334,"2","80","48"
33335,"1","27.93000031","27"
33336,"4","179.49999807999998","63"
33337,"3","129.5","25"
33338,"2","35.57999992","38"
33339,"2","97","16"
33340,"1","18.96999931","42"
33341,"3","182.58000183000001","14"
33342,"1","32.99000168","58"
33344,"3","395.14999962","64"
33345,"2","70.04000091","35"
33346,"1","68","32"
33347,"2","217.95000076","67"
33348,"1","22","24"
33349,"5","334.37999816","66"
33350,"2","69.98000145","64"
33351,"6","796.35000038","55"
33352,"1","65","21"
33353,"3","198.46999931","57"
33354,"1","15.64000034","54"
33355,"7","287.86999893","29"
33356,"6","346.12000658","18"
33357,"3","261.97999954","68"
33358,"2","221.56999205","17"
33359,"2","71.95000076","53"
33360,"1","56.41999817","14"
33361,"1","58.5","40"
33362,"4","476.13001251000003","13"
33363,"1","178","24"
33364,"3","467.63000107","64"
33365,"1","56.68999863","62"
33366,"4","341","64"
33368,"1","59.5","46"
33369,"2","206.70999908","22"
33370,"1","127.9100037","46"
33371,"4","139","64"
33372,"4","127.62000179","25"
33373,"1","66","22"
33374,"1","24.98999977","13"
33375,"4","196.88999748","13"
33376,"1","44","21"
33377,"2","91.24000168","17"
33378,"3","555.23000718","35"
33379,"4","133.62999916","67"
33380,"1","7.670000076","28"
33381,"1","75","67"
33382,"2","53.980001451","13"
33383,"3","158","31"
33384,"1","19.98999977","69"
33385,"3","76.60000133899999","43"
33386,"2","34.57999992","44"
33389,"1","200","22"
33390,"1","39.99000168","15"
33391,"2","131.09000015","18"
33392,"1","21","38"
33393,"2","50","63"
33394,"5","191.45000076","18"
33395,"4","272.5","56"
33396,"2","50.820001604","14"
33397,"5","220.59000014999998","69"
33398,"2","53.98999977","61"
33399,"6","458.44000146200005","22"
33400,"6","388.45999908","48"
33402,"1","120","21"
33403,"3","69.98999977","63"
33404,"2","64.93000031","64"
33405,"3","118.44000244","17"
33406,"1","25","64"
33407,"2","141.98999977","41"
33408,"1","49.99000168","23"
33409,"5","147.150001524","40"
33410,"3","75.920000071","43"
33411,"2","30.98999977","54"
33412,"2","35.920000076","62"
33414,"1","87.98999786","51"
33415,"5","521.17999646","58"
33416,"2","72.99000168","24"
33417,"4","170.91999816999999","48"
33418,"1","25","51"
33420,"1","21.95000076","23"
33421,"3","143.49000167","69"
33422,"2","109.94999695","20"
33423,"4","135.969999311","26"
33424,"2","254.2600021","51"
33425,"1","16.73999977","20"
33427,"1","12.98999977","12"
33428,"1","56.59999847","20"
33429,"1","89","61"
33431,"1","25.5","33"
33432,"2","128.13999939","45"
33433,"1","10","38"
33434,"3","138.97999954","25"
33435,"1","6.5","59"
33436,"2","36.39999962","21"
33437,"1","48.75","45"
33438,"4","173.16000176","24"
33439,"3","133.31000042","41"
33440,"4","112.629997249","27"
33441,"1","19.98999977","35"
33442,"1","39.33000183","38"
33443,"9","316.970000269","12"
33444,"4","170.9300003","67"
33445,"1","49.99000168","16"
33446,"3","170.67999649","17"
33447,"1","58","54"
33448,"1","54","24"
33449,"1","29.98999977","17"
33451,"1","10.88000011","17"
33452,"1","26.95000076","70"
33453,"1","23.95000076","28"
33454,"4","153.690000531","30"
33455,"4","273.8900013","21"
33456,"1","40","55"
33457,"1","46","64"
33458,"3","91.690001009","27"
33459,"2","114.5","22"
33460,"2","343","59"
33462,"1","132.3000031","61"
33463,"2","29.26000023","24"
33464,"2","113","33"
33465,"2","50.97999954","21"
33466,"1","39.99000168","38"
33467,"4","113.97999954","69"
33468,"1","30.89999962","32"
33469,"2","218.71000004","60"
33470,"4","234.55000114","21"
33471,"1","23.86000061","41"
33472,"1","23.97999954","55"
33474,"1","44.5","66"
33475,"5","275.90000153","69"
33476,"2","41.5","48"
33477,"2","140.45000076","20"
33478,"1","5.989999771","41"
33479,"1","41.22999954","36"
33480,"1","45","39"
33481,"3","83.48000145","40"
33482,"2","234","27"
33485,"7","174.82000255","39"
33486,"4","379","42"
33487,"1","35.18999863","36"
33489,"7","246.109998701","37"
33490,"1","80","62"
33491,"1","149","15"
33492,"2","109.98999786","44"
33493,"1","15.98999977","41"
33494,"2","103.49000168","62"
33495,"4","157.80000115","30"
33496,"5","185.88000010899998","24"
33497,"10","473.380001069","32"
33498,"1","20","15"
33500,"1","42.74000168","38"
33501,"1","23.88999939","28"
33502,"2","137.51000213999998","47"
33503,"4","210.24000359000001","60"
33504,"2","158.92999644","55"
33505,"5","488.88000489","21"
33506,"2","52.95000076","20"
33507,"4","227.5900011","33"
33508,"4","121.8200016","56"
33509,"3","84.8900013","34"
33510,"5","249.84999847","69"
33512,"1","179","23"
33513,"2","149.95000076","68"
33514,"2","111.99000168","30"
33515,"2","222.95999913","57"
33516,"4","249.910009391","40"
33517,"2","123.98999977","16"
33518,"1","38","34"
33519,"3","364.93999481000003","29"
33520,"1","198","66"
33521,"1","20.47999954","41"
33522,"2","47.57999992","16"
33523,"1","19.95000076","31"
33524,"1","9.109999657","48"
33525,"4","158.39000321","62"
33526,"1","6.989999771","56"
33528,"8","345.59000015099997","70"
33529,"3","179.49000168","18"
33530,"1","21.95000076","24"
33531,"2","284.95000076","65"
33532,"2","77.48999977","54"
33533,"1","72.5","65"
33535,"5","435.52000045","14"
33536,"5","642.94999981","55"
33537,"1","17.98999977","36"
33538,"1","17.98999977","69"
33540,"2","70.29000187","21"
33541,"5","268.44000244","43"
33542,"1","26.94000053","31"
33543,"2","71.35000038","19"
33544,"2","120.97999763","42"
33545,"1","17.98999977","14"
33547,"3","146.54999923","69"
33548,"2","51.98000145","40"
33549,"3","321.63999939","18"
33550,"2","66.49000168","62"
33551,"1","49.99000168","22"
33552,"7","281.5","48"
33553,"5","369.14999962","46"
33554,"1","29.01000023","38"
33555,"1","39.99000168","52"
33557,"1","33.99000168","68"
33558,"1","149.9299927","32"
33559,"1","135.2599945","39"
33560,"3","272.5","20"
33561,"2","167.8000031","14"
33565,"1","200","41"
33567,"2","238","39"
33568,"1","69.98999786","30"
33570,"2","414.93998710000005","37"
33571,"2","138","28"
33572,"2","94","34"
33574,"1","308","63"
33575,"3","91.74000262999999","24"
33576,"4","320.5","23"
33578,"1","34.97000122","21"
33579,"2","32","13"
33581,"3","132.22000313","47"
33583,"1","29.52000046","30"
33585,"4","301.47999954","14"
33586,"1","19.98999977","65"
33587,"2","286","49"
33589,"4","171.41999912","59"
33591,"3","532.56000518","53"
33592,"5","163","58"
33593,"1","68","50"
33594,"1","52","24"
33595,"1","16.89999962","13"
33598,"1","33.97000122","65"
33600,"1","249.9900055","50"
33601,"2","75.30000115","37"
33602,"1","49.95000076","66"
33606,"2","63.68999863","35"
33608,"1","76.98999786","69"
33610,"2","94.94000244","26"
33611,"1","49.99000168","57"
33612,"6","533.2400093599999","28"
33613,"1","22.39999962","45"
33614,"1","39.59999847","51"
33615,"2","111.98999977","22"
33616,"2","85.2899971","22"
33617,"1","78","17"
33618,"1","29.96999931","31"
33619,"1","65","63"
33620,"1","74.98999786","25"
33621,"2","65.13000107","20"
33622,"2","384","57"
33623,"7","574.7099923800001","57"
33624,"1","25","41"
33625,"1","25.98999977","69"
33626,"2","62.95000076","42"
33628,"2","96.93999862000001","59"
33629,"3","122.49000168","39"
33630,"1","20.89999962","56"
33631,"1","32.97999954","62"
33632,"9","794.47999954","47"
33633,"1","25","38"
33634,"1","13.35000038","15"
33636,"1","495","50"
33637,"2","22.989999771","16"
33638,"1","29","41"
33639,"1","59.95000076","23"
33642,"2","99.13000106999999","14"
33643,"2","67.5","70"
33644,"1","17.5","39"
33645,"2","100.61000252","33"
33647,"3","158.98999786000002","40"
33648,"2","98.47000122","36"
33649,"1","9.899999619","18"
33650,"2","51.5","43"
33651,"1","6.96999979","13"
33652,"2","48.61000061","15"
33653,"2","81.85000228999999","18"
33654,"2","120.3199997","20"
33655,"1","52.95000076","16"
33656,"1","58","24"
33659,"2","139.65999798","65"
33660,"2","129.97999954","40"
33664,"4","219.49000168","67"
33665,"1","30","12"
33666,"2","255.8500061","45"
33667,"2","105","25"
33668,"2","165","12"
33669,"2","169","27"
33671,"3","115.76000023","56"
33673,"2","69.40999985","68"
33674,"1","90.56999969","18"
33675,"3","96.94000052999999","48"
33676,"1","59.5","67"
33677,"4","107.90999984000001","53"
33678,"1","16.37000084","64"
33679,"1","34.99000168","41"
33680,"7","388.809997554","13"
33681,"2","82.70000076","34"
33682,"5","277.990001673","57"
33684,"1","12.98999977","54"
33685,"1","27.89999962","19"
33686,"1","58","48"
33687,"1","69.5","45"
33688,"3","173.359997786","26"
33689,"3","281.92999457","49"
33690,"1","42","51"
33692,"1","17.98999977","27"
33693,"2","107.82000350999999","41"
33694,"4","156.43000031","13"
33696,"1","15.98999977","66"
33697,"1","17.98999977","45"
33698,"1","34.99000168","17"
33699,"1","28","66"
33700,"1","25","66"
33701,"1","40","44"
33702,"1","92.69999695","28"
33703,"2","63.08000183","38"
33704,"2","98.13000106999999","34"
33705,"1","20.98999977","37"
33706,"5","239.57999802","67"
33707,"1","44","12"
33709,"2","47.79000187","69"
33710,"4","378.45000076","28"
33711,"1","45.95000076","23"
33712,"4","170.97999954","32"
33713,"1","40","32"
33714,"1","15","31"
33715,"3","264.47999576","31"
33716,"1","76.94999695","67"
33717,"2","66.95000076","64"
33718,"5","228.94000244","58"
33720,"3","374.22999954","48"
33721,"1","169.9799957","21"
33722,"7","670.87999535","42"
33723,"2","41.980000019","52"
33724,"5","157.76000213","58"
33725,"1","21.98999977","66"
33726,"3","109.98000336","61"
33729,"2","236.97999954","29"
33733,"1","48","33"
33734,"1","229.9900055","50"
33735,"3","341.93001174","64"
33736,"1","99.98999786","28"
33739,"1","188.9900055","18"
33740,"4","105.92000006999999","38"
33741,"1","24.98999977","61"
33742,"3","236.99000168","21"
33744,"1","52.5","47"
33745,"1","49.5","17"
33746,"4","265.94000244","67"
33747,"3","82.48999977","69"
33748,"2","67.71000099","46"
33749,"2","125.27000428","70"
33750,"4","162.93999863","46"
33753,"1","53","29"
33755,"2","77.0700016","50"
33757,"1","10.72000027","15"
33759,"1","62","50"
33760,"1","16.95000076","12"
33761,"2","194.07999992","19"
33762,"3","215.48999786000002","53"
33764,"1","118.5","49"
33765,"2","130.94999695","42"
33766,"7","589.81999583","64"
33767,"1","44.99000168","57"
33768,"3","98.6400013","34"
33769,"1","24.98999977","62"
33770,"1","51","49"
33771,"1","22.98999977","42"
33772,"3","168.99000168","26"
33773,"1","49.5","25"
33774,"1","375","68"
33775,"1","59.99000168","35"
33776,"2","113.95000076","31"
33777,"1","25","48"
33778,"1","11","27"
33780,"4","426.89999771","58"
33782,"2","46.48999977","24"
33783,"4","150.78000068","31"
33784,"4","349.8699989","20"
33786,"1","179","20"
33787,"3","237.88999938999999","28"
33788,"4","218.25","60"
33789,"1","56.59999847","44"
33790,"3","278.93999481000003","58"
33791,"2","241.52999878","30"
33792,"1","19.98999977","70"
33794,"1","79.98999786","38"
33795,"1","25","22"
33796,"4","197.49000168","55"
33797,"1","54","49"
33799,"1","76.27999878","30"
33801,"3","719.94999695","28"
33802,"6","234.11000156","24"
33803,"1","199","34"
33804,"1","50","18"
33805,"8","507.68999862","60"
33806,"6","185.96000099","67"
33808,"1","127","48"
33809,"4","400.97999954","58"
33810,"2","28.599999905","12"
33811,"2","74.95000076","36"
33813,"1","26","16"
33814,"4","794.24998852","30"
33816,"1","21","23"
33817,"1","42.99000168","69"
33818,"5","166.86000061","53"
33819,"1","59.99000168","20"
33820,"4","320.23000143","58"
33821,"2","96.39000321","52"
33822,"6","753.9100131700001","13"
33823,"1","205","44"
33825,"5","570.07000351","31"
33826,"1","34.5","34"
33828,"1","19.95000076","22"
33830,"1","81.06999969","46"
33831,"1","17.95000076","30"
33832,"1","46.5","50"
33833,"2","401.6000061","63"
33836,"1","27.21999931","67"
33837,"3","165.29999924","66"
33838,"3","98.40000153","23"
33839,"4","315.5","38"
33840,"3","199.31999969999998","65"
33841,"4","133.48999977","15"
33843,"1","78","35"
33844,"6","640.199996951","62"
33845,"2","223.98999977","46"
33846,"2","56.99000168","18"
33848,"3","323","31"
33849,"1","349.1700134","18"
33850,"1","65","65"
33851,"2","134.5","15"
33852,"2","267","57"
33853,"7","335.959999081","45"
33854,"1","65.12999725","24"
33855,"2","226.70000076","38"
33856,"1","164.1199951","16"
33857,"1","34.81999969","31"
33858,"1","27.89999962","48"
33859,"1","120","63"
33860,"1","19.98999977","28"
33861,"4","363.97999954","19"
33862,"4","172.4299984","43"
33863,"4","170.46000481","61"
33865,"6","317.31000042","60"
33866,"3","98.890000341","29"
33868,"4","164.93999861999998","65"
33869,"1","267.9899902","37"
33870,"1","39.95000076","56"
33871,"6","414.57000734","68"
33872,"4","134.96999931","60"
33873,"2","46.89999962","23"
33874,"1","35","64"
33875,"2","65.5","20"
33876,"1","35.97999954","24"
33877,"1","27.98999977","58"
33878,"4","131.01000023","62"
33879,"1","2.99000001","54"
33881,"1","17.20000076","35"
33882,"1","41","61"
33883,"1","16.75","62"
33889,"1","59.5","63"
33890,"1","58","22"
33891,"1","89.98999786","30"
33892,"2","71.960000038","30"
33893,"1","59","20"
33894,"6","352.33000373","43"
33895,"1","9.989999771","67"
33897,"5","322.580001833","69"
33898,"1","20.40999985","49"
33900,"1","43.95000076","60"
33901,"1","22","17"
33902,"2","45.98999977","44"
33903,"2","52.45000076","24"
33905,"3","99.94999981","53"
33906,"1","149.9900055","33"
33907,"1","50.16999817","50"
33908,"3","100.85000228000001","23"
33909,"3","94.97999954","62"
33910,"1","25","67"
33913,"1","275","55"
33914,"3","94.50999927000001","39"
33915,"3","223.83000183000001","60"
33916,"2","265","12"
33917,"3","92.480001451","16"
33918,"1","94.98999786","37"
33920,"1","31.98999977","20"
33921,"4","212.9899979","32"
33922,"1","65","70"
33923,"1","139.9900055","61"
33924,"2","113.18999862000001","68"
33925,"2","196.59000587100002","53"
33926,"3","92.75999927","56"
33927,"2","70","33"
33928,"2","54.98999977","43"
33929,"1","118","27"
33930,"1","42","22"
33931,"2","117.94999885","70"
33932,"2","97.969997879","58"
33933,"1","59","65"
33934,"1","52","18"
33935,"3","342.69000245","19"
33936,"4","146","57"
33937,"2","108.45000076","20"
33939,"6","381.4300003","57"
33940,"3","144.74999809","27"
33941,"1","15.23999977","16"
33942,"2","191.6399994","18"
33943,"3","61.879999161","68"
33944,"8","251.36000061000001","64"
33946,"2","212","46"
33947,"7","343.38000296999996","16"
33948,"1","37.97999954","20"
33949,"1","27.23999977","47"
33950,"2","124","42"
33951,"1","100","45"
33952,"1","52","53"
33954,"2","113.94999695","29"
33955,"1","24.95000076","23"
33957,"1","29.98999977","25"
33958,"2","104.75","37"
33960,"2","88.06999969","40"
33961,"1","99.5","35"
33962,"7","370.47000122","26"
33964,"3","262.25","61"
33965,"1","38.95999908","66"
33966,"1","25","27"
33967,"1","123.9899979","65"
33968,"2","47.750001909999995","29"
33969,"3","145.47999954","57"
33970,"2","107.14999771000001","17"
33971,"2","19.429999349","13"
33972,"3","103.95999813","45"
33973,"1","67.98999786","44"
33974,"4","219.97999954000002","57"
33975,"1","74.98999786","24"
33976,"2","88.45000076","70"
33978,"1","49.99000168","37"
33979,"4","189.75","24"
33980,"6","642.03000259","65"
33981,"1","15","13"
33983,"3","177.97000122","27"
33986,"1","44.90000153","28"
33987,"2","70.95000076","55"
33988,"2","188.27000425","55"
33989,"2","366.5","42"
33991,"2","113.88000106999999","55"
33992,"2","90","25"
33993,"7","213.590000141","66"
33994,"7","232.71000194","54"
33995,"4","295.99000168","23"
33996,"2","89.95999908","32"
33999,"1","145.9900055","24"
34000,"3","113.43000029999999","51"
34001,"1","74.5","16"
34002,"2","34.949999809","14"
34003,"1","46.40000153","56"
34004,"1","24.95000076","16"
34005,"4","328.95000076","36"
34008,"3","149.95000076","30"
34009,"4","120.48999977","33"
34010,"4","276.97999954","30"
34012,"1","99","22"
34013,"2","34.20999908","12"
34014,"4","172.969999312","60"
34015,"2","264.79999924","69"
34016,"2","64.5","68"
34017,"2","77.5","42"
34018,"2","60.99000168","13"
34019,"1","89.94999695","31"
34020,"1","74","65"
34023,"2","83.93999672","36"
34024,"1","16","26"
34025,"4","373.62000084","63"
34026,"4","219.85999679","34"
34027,"4","169.94000244","27"
34029,"2","48.940000530000006","63"
34033,"3","103.89999771","49"
34034,"4","143.93000030000002","14"
34035,"1","74","41"
34036,"1","34.99000168","56"
34037,"3","121.72000503999999","38"
34038,"3","326","34"
34040,"1","18","70"
34041,"2","220.90000153","51"
34042,"1","36.99000168","12"
34044,"5","533.40999216","14"
34045,"1","104.5","15"
34046,"1","694.9500122","55"
34047,"1","65","14"
34048,"1","24.89999962","48"
34049,"2","97.88000298","70"
34050,"4","140","20"
34051,"2","245.5","53"
34052,"1","29.98999977","69"
34053,"6","304.44999885000004","27"
34054,"3","217","48"
34058,"6","448.49000168","21"
34059,"4","270.430002211","64"
34060,"1","129.9900055","46"
34064,"1","39.90000153","69"
34065,"1","49.99000168","47"
34066,"1","63.99000168","38"
34067,"5","191.79000092","60"
34068,"1","15","38"
34069,"1","34.99000168","56"
34070,"2","61.74000168","16"
34073,"7","334.95000028100003","30"
34074,"2","278.44999695","54"
34075,"1","165","19"
34077,"1","40","12"
34079,"2","24.329999924","37"
34080,"3","320.94999885","58"
34081,"4","178.200001719","27"
34082,"1","115.9899979","24"
34083,"2","90","18"
34084,"2","61.99000168","64"
34087,"1","16.26000023","15"
34088,"5","488.5","24"
34090,"4","198.95000267","33"
34091,"7","596.579996069","15"
34093,"1","7.289999962","65"
34094,"3","145.20000076","31"
34096,"1","59.99000168","28"
34099,"2","95.98999977","56"
34100,"1","10.98999977","57"
34102,"4","287.95000075999997","45"
34103,"1","89.98999786","45"
34104,"1","75","57"
34105,"2","70.940000531","49"
34108,"1","69.94999695","67"
34109,"1","129.9499969","68"
34110,"8","640.519996094","52"
34113,"6","273.98999786","58"
34114,"1","18.84000015","68"
34115,"1","398","58"
34117,"1","98","32"
34118,"4","123.97000122","27"
34119,"3","113.47000122","56"
34120,"2","197.6100006","47"
34121,"1","59.5","42"
34123,"7","360.92000008","64"
34125,"1","24","54"
34126,"1","9.050000191","13"
34128,"1","42.36000061","34"
34130,"3","201.9899979","65"
34132,"2","66.67000199","36"
34133,"1","99.98999786","39"
34134,"1","109.9899979","33"
34136,"2","157.56000138","46"
34137,"1","19.95000076","43"
34138,"2","245.99000168","42"
34139,"3","93.989999771","15"
34140,"2","78.789999962","54"
34141,"2","78","59"
34142,"1","19.95000076","30"
34143,"4","216.94999695","62"
34145,"1","97.98999786","40"
34146,"1","49.99000168","12"
34147,"5","368.70999724","18"
34148,"3","88.77999973","63"
34150,"3","154.11999798","51"
34151,"5","351.88999748000003","37"
34152,"1","16.95000076","60"
34154,"2","163.3800049","44"
34155,"1","16.95000076","52"
34156,"5","743.9800014499999","53"
34157,"3","179.99000168","28"
34158,"6","286.30999751999997","60"
34159,"2","42.9300003","45"
34160,"1","29.75","61"
34163,"2","248","67"
34164,"1","34.65000153","13"
34165,"3","100.63000106999999","15"
34167,"1","49.99000168","23"
34168,"2","105.96000099","61"
34169,"4","247.45000076","23"
34172,"3","136.49000168","51"
34173,"4","190.41999626","52"
34174,"2","78.57999992","50"
34177,"2","88.43999862000001","32"
34178,"1","39.99000168","51"
34181,"8","477.15999507000004","51"
34182,"1","37.45000076","42"
34183,"4","112.5","38"
34184,"1","52","28"
34185,"2","71.5","53"
34187,"1","9.350000381","41"
34188,"2","105.40999794","26"
34189,"3","78.56999969","62"
34190,"1","64","36"
34191,"2","42.589999197","37"
34192,"3","152.98999977","49"
34193,"3","732.95000076","35"
34194,"4","123.98000145","58"
34195,"1","30","67"
34197,"2","100.07000350999999","62"
34198,"3","47.409998900000005","54"
34199,"1","39.99000168","44"
34200,"1","24.98999977","48"
34201,"2","97.98000336","67"
34202,"2","206.97000122","29"
34203,"1","23","13"
34204,"4","146.86999988","64"
34205,"5","135.850001339","17"
34206,"3","241.08999634","55"
34207,"1","69.98999786","47"
34208,"2","86.45000076","41"
34209,"1","129","51"
34210,"2","163.5","58"
34211,"1","43.75999832","48"
34212,"2","32.789999722","49"
34213,"1","29.98999977","47"
34214,"2","340.2700043","26"
34215,"3","78","60"
34218,"1","38.43000031","23"
34219,"1","49.5","48"
34220,"1","51","65"
34221,"3","260.13000010999997","41"
34222,"6","366.90000247800003","70"
34223,"1","40","61"
34225,"2","92.98999977","40"
34226,"1","39.99000168","63"
34227,"2","88.48999786","52"
34228,"1","25","33"
34229,"3","300.5","47"
34231,"5","186.69000243999997","46"
34232,"6","240.38999938999999","69"
34233,"1","31.98999977","49"
34234,"2","114.48999786","59"
34235,"4","314.23000336","52"
34236,"2","148.57999992","53"
34237,"1","38","34"
34238,"4","144.989999771","25"
34239,"4","186.26999855","59"
34241,"2","55.470000267","13"
34242,"7","325.93999958","48"
34243,"8","503.3700047","40"
34244,"2","146.0700073","52"
34245,"1","29.98999977","58"
34246,"3","103.95000076","48"
34247,"1","39.99000168","13"
34250,"2","99.98999977","48"
34251,"1","9","68"
34252,"2","131.95000076","58"
34253,"3","343.4900055","55"
34254,"3","322.9499969","44"
34255,"1","29.89999962","63"
34256,"6","283.419998171","59"
34257,"1","54","54"
34258,"8","309.79999923","20"
34259,"5","382.75","16"
34260,"6","199.94000435099997","57"
34262,"4","113.21000099","29"
34264,"2","81","23"
34265,"6","410.99000168","49"
34266,"4","190.84000206","19"
34267,"6","517.28998759","43"
34268,"1","20","49"
34269,"1","65","33"
34272,"7","254.84999942000002","23"
34273,"1","27.29999924","66"
34274,"3","139.24000168","55"
34275,"1","59.95000076","24"
34277,"1","49.99000168","61"
34278,"1","34.20999908","51"
34279,"2","46.98999977","66"
34280,"4","129.96000099100002","25"
34281,"3","175.93999862","26"
34282,"2","70.98999977","67"
34283,"1","45.65000153","29"
34284,"2","50","63"
34285,"2","79.98999977","60"
34287,"2","99.099997517","38"
34288,"2","47.98999977","37"
34289,"1","29.98999977","57"
34291,"1","21","33"
34292,"2","215.24999709","41"
34293,"7","1229.010006877","35"
34294,"4","475.07998469","13"
34295,"1","11.98999977","64"
34296,"2","74.93999958","62"
34297,"3","100.16000175","19"
34298,"1","14","45"
34299,"4","276.97999767","70"
34300,"2","72.20999908","22"
34301,"1","17.59000015","49"
34302,"3","88.48000145","24"
34303,"2","23.5","17"
34305,"2","197.99000168","36"
34306,"1","114","14"
34307,"1","129.3099976","49"
34308,"1","25","52"
34309,"2","47.43999958","28"
34311,"1","14.98999977","22"
34312,"3","232.44999981","51"
34313,"4","235.48000336","39"
34315,"2","30.88999939","63"
34317,"1","14.40999985","39"
34319,"8","809.8499984499999","29"
34320,"3","81.48999977","55"
34321,"1","32","18"
34322,"1","101.4700012","43"
34323,"1","45","40"
34324,"3","244.94000053","63"
34326,"2","107","49"
34327,"2","85.97999954","40"
34329,"1","19.98999977","48"
34330,"1","126.5","44"
34331,"1","69","35"
34332,"1","35.66999817","64"
34333,"1","34.99000168","66"
34335,"1","299","70"
34336,"5","184.76000118","61"
34337,"1","25","63"
34339,"2","109.49000168","37"
34340,"3","119.410003663","50"
34341,"2","94.67999839000001","14"
34343,"3","147.5","16"
34345,"1","18.52000046","58"
34346,"3","120.39999962","27"
34347,"2","139.93999667","29"
34348,"1","18","39"
34349,"1","32.99000168","19"
34350,"3","110.89999961999999","18"
34351,"6","397.87000657","24"
34352,"5","332.48000145099996","51"
34354,"4","200.34000015","59"
34355,"2","46.79999924","56"
34356,"1","54.95000076","54"
34357,"2","252.45999908","18"
34358,"2","28.27000046","29"
34360,"2","69.94000244","65"
34361,"2","174","46"
34362,"1","37.5","55"
34363,"1","65","29"
34365,"1","28.43000031","52"
34366,"1","63","55"
34367,"4","71.35999965900001","69"
34369,"1","21","35"
34370,"1","49.99000168","21"
34371,"1","120","31"
34372,"2","45.94000053","42"
34373,"3","220.36999893","13"
34374,"1","69.98999786","48"
34375,"1","89","31"
34376,"1","29.89999962","69"
34377,"1","10.17000008","15"
34378,"1","25.32999992","49"
34379,"1","50","46"
34380,"1","90.22000122","36"
34383,"1","129","60"
34384,"1","29.31999969","39"
34385,"7","615.7100009800001","23"
34386,"2","119.95999908","50"
34387,"3","185.55999946","45"
34388,"2","179.94999695","59"
